Patient,Town
patient_9342,town_30
patient_18743,town_30
patient_21742,town_30
patient_4153,town_30
patient_10958,town_30
patient_13155,town_30
patient_4999,town_30
patient_7568,town_30
patient_3968,town_30
patient_4025,town_30
patient_11629,town_30
patient_14844,town_30
patient_19655,town_30
patient_7762,town_30
patient_19427,town_30
patient_16308,town_30
patient_15171,town_30
patient_9235,town_30
patient_14597,town_30
patient_15730,town_30
patient_22142,town_30
patient_6627,town_30
patient_22686,town_30
patient_22147,town_30
patient_18016,town_30
patient_10723,town_30
patient_21349,town_30
patient_15785,town_30
patient_21253,town_30
patient_3643,town_30
patient_20569,town_30
patient_21700,town_30
patient_8366,town_30
patient_570,town_30
patient_15322,town_30
patient_3433,town_30
patient_16873,town_30
patient_18768,town_30
patient_16054,town_30
patient_17584,town_30
patient_13917,town_30
patient_13159,town_30
patient_16493,town_30
patient_9598,town_30
patient_10298,town_30
patient_18141,town_30
patient_1441,town_30
patient_9561,town_30
patient_22247,town_30
patient_10767,town_30
patient_3003,town_30
patient_6492,town_30
patient_5099,town_30
patient_8188,town_30
patient_3352,town_30
patient_11845,town_30
patient_14473,town_30
patient_2875,town_30
patient_5644,town_30
patient_20823,town_30
patient_7577,town_30
patient_14847,town_30
patient_21816,town_30
patient_8802,town_30
patient_5896,town_30
patient_12447,town_30
patient_17668,town_30
patient_11608,town_30
patient_8169,town_30
patient_15758,town_30
patient_1259,town_30
patient_12397,town_30
patient_15591,town_30
patient_8742,town_30
patient_21592,town_30
patient_7036,town_30
patient_5618,town_30
patient_13246,town_30
patient_735,town_30
patient_4333,town_30
patient_1609,town_30
patient_11856,town_30
patient_5779,town_30
patient_14420,town_30
patient_17444,town_30
patient_5165,town_30
patient_18157,town_30
patient_21551,town_30
patient_4735,town_30
patient_9647,town_30
patient_12541,town_30
patient_2024,town_30
patient_14033,town_30
patient_18228,town_30
patient_14113,town_30
patient_17746,town_30
patient_17104,town_30
patient_1377,town_30
patient_17762,town_30
patient_21179,town_30
patient_13556,town_30
patient_6952,town_30
patient_1954,town_30
patient_18299,town_30
patient_17228,town_30
patient_6676,town_30
patient_8262,town_30
patient_4417,town_30
patient_7798,town_30
patient_759,town_30
patient_17967,town_30
patient_16812,town_30
patient_14212,town_30
patient_15279,town_30
patient_11446,town_30
patient_18681,town_30
patient_1787,town_30
patient_15090,town_30
patient_14083,town_30
patient_12890,town_30
patient_19177,town_30
patient_3853,town_30
patient_337,town_30
patient_13491,town_30
patient_19605,town_30
patient_20183,town_30
patient_18212,town_30
patient_1227,town_30
patient_16079,town_30
patient_19884,town_30
patient_22564,town_30
patient_16185,town_30
patient_14060,town_30
patient_19515,town_30
patient_11453,town_30
patient_19689,town_30
patient_17511,town_30
patient_2412,town_30
patient_4490,town_30
patient_17615,town_30
patient_4262,town_30
patient_5393,town_30
patient_3236,town_30
patient_21974,town_30
patient_7857,town_30
patient_15915,town_30
patient_15408,town_30
patient_13234,town_30
patient_8389,town_30
patient_22305,town_30
patient_20619,town_30
patient_4188,town_30
patient_13857,town_30
patient_1716,town_30
patient_15120,town_30
patient_7873,town_30
patient_21072,town_30
patient_12874,town_30
patient_7621,town_30
patient_18309,town_30
patient_11984,town_30
patient_8875,town_30
patient_22016,town_30
patient_21658,town_30
patient_10469,town_30
patient_5725,town_30
patient_20276,town_30
patient_7447,town_30
patient_11989,town_30
patient_14536,town_30
patient_13543,town_30
patient_314,town_30
patient_12476,town_30
patient_8522,town_30
patient_21196,town_30
patient_1658,town_30
patient_8722,town_30
patient_17508,town_30
patient_19700,town_30
patient_20089,town_30
patient_1149,town_30
patient_22696,town_30
patient_1280,town_30
patient_11170,town_30
patient_11860,town_30
patient_5581,town_30
patient_13146,town_30
patient_1867,town_30
patient_13839,town_30
patient_4238,town_30
patient_3733,town_30
patient_6130,town_30
patient_3717,town_30
patient_15046,town_30
patient_18369,town_30
patient_16870,town_30
patient_8622,town_30
patient_7533,town_30
patient_15080,town_30
patient_7151,town_30
patient_6037,town_30
patient_17246,town_30
patient_15020,town_30
patient_22570,town_30
patient_4400,town_30
patient_5450,town_30
patient_7254,town_30
patient_17792,town_30
patient_18952,town_30
patient_20416,town_30
patient_1306,town_30
patient_4599,town_30
patient_12018,town_30
patient_15827,town_30
patient_5906,town_30
patient_16827,town_30
patient_1524,town_30
patient_7615,town_30
patient_8785,town_30
patient_13245,town_30
patient_18065,town_30
patient_9218,town_30
patient_14559,town_30
patient_8896,town_30
patient_7166,town_30
patient_16188,town_30
patient_6955,town_30
patient_12751,town_30
patient_2162,town_30
patient_11695,town_30
patient_18619,town_30
patient_19166,town_30
patient_21911,town_30
patient_19029,town_30
patient_18160,town_30
patient_2918,town_30
patient_6109,town_30
patient_11025,town_30
patient_16446,town_30
patient_6348,town_30
patient_5659,town_30
patient_18655,town_30
patient_15267,town_30
patient_2479,town_30
patient_15889,town_30
patient_4942,town_30
patient_17141,town_30
patient_1799,town_30
patient_379,town_30
patient_2931,town_30
patient_723,town_30
patient_6192,town_30
patient_16418,town_30
patient_15654,town_30
patient_17662,town_30
patient_2580,town_30
patient_12632,town_30
patient_6510,town_30
patient_5142,town_30
patient_6251,town_30
patient_20376,town_30
patient_16962,town_30
patient_14334,town_30
patient_9503,town_30
patient_18435,town_30
patient_16711,town_30
patient_21957,town_30
patient_4377,town_30
patient_17156,town_30
patient_9550,town_30
patient_17303,town_30
patient_18150,town_30
patient_19978,town_30
patient_4909,town_30
patient_13488,town_30
patient_2697,town_30
patient_8904,town_30
patient_465,town_30
patient_12124,town_30
patient_7060,town_30
patient_6257,town_30
patient_1681,town_30
patient_14382,town_31
patient_49,town_31
patient_9528,town_31
patient_17295,town_31
patient_6374,town_31
patient_19920,town_31
patient_19199,town_31
patient_2144,town_31
patient_7500,town_31
patient_16092,town_31
patient_13518,town_31
patient_15382,town_31
patient_4750,town_31
patient_21749,town_31
patient_8930,town_31
patient_4026,town_31
patient_2016,town_31
patient_21424,town_31
patient_12116,town_31
patient_11418,town_31
patient_16141,town_31
patient_1714,town_31
patient_19714,town_31
patient_582,town_31
patient_12089,town_31
patient_10091,town_31
patient_3508,town_31
patient_21644,town_31
patient_20009,town_31
patient_1297,town_31
patient_14486,town_31
patient_13077,town_31
patient_3755,town_31
patient_15725,town_31
patient_11590,town_31
patient_20954,town_31
patient_15447,town_31
patient_7840,town_31
patient_7412,town_31
patient_18671,town_31
patient_16048,town_31
patient_6966,town_31
patient_16832,town_31
patient_7557,town_31
patient_1919,town_31
patient_21057,town_31
patient_2047,town_31
patient_3215,town_31
patient_15170,town_31
patient_14931,town_31
patient_20450,town_31
patient_18960,town_31
patient_20566,town_31
patient_19772,town_31
patient_10996,town_31
patient_785,town_31
patient_14040,town_31
patient_17807,town_31
patient_18218,town_31
patient_18707,town_31
patient_5646,town_31
patient_16090,town_31
patient_10092,town_31
patient_2750,town_31
patient_5057,town_31
patient_9529,town_31
patient_18366,town_31
patient_7097,town_31
patient_21739,town_31
patient_3640,town_31
patient_16045,town_31
patient_16329,town_31
patient_12635,town_31
patient_20962,town_31
patient_22272,town_31
patient_2628,town_31
patient_13799,town_31
patient_22153,town_31
patient_20527,town_31
patient_5675,town_31
patient_8013,town_31
patient_11368,town_31
patient_11434,town_31
patient_16614,town_31
patient_6817,town_31
patient_14149,town_31
patient_11965,town_31
patient_6647,town_31
patient_1318,town_31
patient_10756,town_31
patient_22055,town_31
patient_3686,town_31
patient_15449,town_31
patient_10128,town_31
patient_10729,town_31
patient_2933,town_31
patient_16490,town_31
patient_21818,town_31
patient_4958,town_31
patient_21593,town_31
patient_2872,town_31
patient_19466,town_31
patient_15708,town_31
patient_13631,town_31
patient_15483,town_31
patient_18804,town_31
patient_13170,town_31
patient_84,town_31
patient_8643,town_31
patient_5537,town_31
patient_18774,town_31
patient_2449,town_31
patient_12068,town_31
patient_10650,town_31
patient_20020,town_31
patient_5608,town_31
patient_5301,town_31
patient_12666,town_31
patient_10658,town_31
patient_10918,town_31
patient_9557,town_31
patient_6141,town_31
patient_722,town_31
patient_19553,town_31
patient_13074,town_31
patient_20681,town_31
patient_17563,town_31
patient_1140,town_31
patient_19401,town_31
patient_8172,town_31
patient_10833,town_31
patient_14154,town_31
patient_4574,town_31
patient_22319,town_31
patient_10544,town_31
patient_6601,town_31
patient_2556,town_31
patient_16023,town_31
patient_8980,town_31
patient_5334,town_31
patient_12748,town_31
patient_13560,town_31
patient_7956,town_31
patient_9902,town_31
patient_19471,town_31
patient_15461,town_31
patient_21314,town_31
patient_15374,town_31
patient_21914,town_31
patient_20427,town_31
patient_9967,town_31
patient_4625,town_31
patient_17926,town_31
patient_19789,town_31
patient_16979,town_31
patient_15353,town_31
patient_4967,town_31
patient_4838,town_31
patient_12837,town_31
patient_17376,town_31
patient_13466,town_31
patient_14878,town_31
patient_11451,town_31
patient_20982,town_31
patient_280,town_31
patient_12466,town_31
patient_20630,town_31
patient_11501,town_31
patient_17610,town_31
patient_2062,town_31
patient_6751,town_31
patient_8183,town_31
patient_19809,town_31
patient_9482,town_31
patient_4341,town_31
patient_18923,town_31
patient_166,town_31
patient_18878,town_31
patient_12779,town_31
patient_14899,town_31
patient_15022,town_31
patient_10529,town_31
patient_3977,town_31
patient_799,town_31
patient_8669,town_31
patient_3021,town_31
patient_19835,town_31
patient_20800,town_31
patient_8264,town_31
patient_12183,town_31
patient_4260,town_31
patient_17680,town_31
patient_10147,town_31
patient_17409,town_31
patient_4118,town_31
patient_20980,town_31
patient_8092,town_31
patient_11925,town_31
patient_10584,town_31
patient_5640,town_31
patient_15715,town_31
patient_19542,town_31
patient_7483,town_31
patient_10987,town_31
patient_5975,town_31
patient_9176,town_31
patient_21,town_31
patient_10592,town_31
patient_1990,town_31
patient_19636,town_31
patient_18944,town_31
patient_15674,town_31
patient_11679,town_31
patient_1185,town_31
patient_1980,town_31
patient_3029,town_31
patient_18591,town_31
patient_21902,town_31
patient_12826,town_31
patient_1138,town_31
patient_342,town_31
patient_6296,town_31
patient_2439,town_31
patient_15943,town_31
patient_10138,town_31
patient_4218,town_31
patient_6020,town_31
patient_16731,town_31
patient_18552,town_31
patient_16356,town_31
patient_20463,town_31
patient_3852,town_31
patient_5475,town_31
patient_6338,town_31
patient_12990,town_31
patient_609,town_31
patient_970,town_31
patient_12235,town_31
patient_650,town_31
patient_13906,town_31
patient_15087,town_31
patient_21166,town_31
patient_7743,town_31
patient_9540,town_31
patient_4610,town_31
patient_14569,town_31
patient_11078,town_31
patient_19063,town_31
patient_17980,town_31
patient_3569,town_31
patient_7083,town_31
patient_20622,town_31
patient_16156,town_31
patient_15837,town_31
patient_7650,town_31
patient_11764,town_31
patient_12270,town_31
patient_1303,town_31
patient_16717,town_31
patient_11080,town_31
patient_4234,town_31
patient_1909,town_31
patient_1352,town_31
patient_2085,town_31
patient_12097,town_31
patient_323,town_31
patient_1060,town_31
patient_7065,town_31
patient_19822,town_31
patient_7932,town_31
patient_16368,town_31
patient_3246,town_31
patient_8496,town_31
patient_19596,town_31
patient_6083,town_31
patient_5708,town_31
patient_22257,town_31
patient_16099,town_31
patient_18802,town_31
patient_1346,town_31
patient_7050,town_31
patient_21156,town_31
patient_697,town_31
patient_10744,town_31
patient_19386,town_31
patient_14798,town_31
patient_18174,town_31
patient_16524,town_31
patient_18235,town_31
patient_10112,town_31
patient_4382,town_31
patient_22222,town_31
patient_8654,town_31
patient_20466,town_31
patient_11487,town_31
patient_6665,town_31
patient_21442,town_31
patient_10547,town_31
patient_22497,town_31
patient_8094,town_31
patient_2696,town_31
patient_8782,town_31
patient_19740,town_31
patient_15324,town_31
patient_21710,town_31
patient_21910,town_31
patient_4070,town_31
patient_15089,town_31
patient_4467,town_31
patient_10782,town_31
patient_4859,town_31
patient_19495,town_31
patient_5060,town_31
patient_11478,town_31
patient_2707,town_31
patient_10519,town_31
patient_1913,town_31
patient_13078,town_31
patient_21178,town_31
patient_18416,town_31
patient_13242,town_31
patient_131,town_31
patient_21850,town_31
patient_17237,town_31
patient_14360,town_31
patient_15741,town_31
patient_8100,town_31
patient_12565,town_31
patient_12319,town_31
patient_16175,town_31
patient_5844,town_31
patient_1331,town_31
patient_1745,town_31
patient_4217,town_31
patient_658,town_31
patient_7203,town_31
patient_2481,town_31
patient_22312,town_31
patient_18391,town_31
patient_998,town_31
patient_16180,town_31
patient_13532,town_31
patient_10549,town_31
patient_7032,town_31
patient_14501,town_31
patient_19454,town_31
patient_7851,town_31
patient_14340,town_31
patient_4172,town_31
patient_7168,town_31
patient_15908,town_31
patient_13134,town_31
patient_17814,town_31
patient_10749,town_31
patient_3450,town_31
patient_6384,town_31
patient_22567,town_31
patient_21711,town_31
patient_6393,town_31
patient_2703,town_31
patient_16406,town_31
patient_4067,town_31
patient_17809,town_31
patient_13730,town_31
patient_12581,town_31
patient_21283,town_31
patient_21055,town_31
patient_16664,town_31
patient_13903,town_31
patient_16171,town_31
patient_10823,town_31
patient_14720,town_31
patient_3351,town_31
patient_18848,town_31
patient_16759,town_31
patient_21817,town_31
patient_5302,town_31
patient_9429,town_31
patient_15503,town_31
patient_1860,town_31
patient_6138,town_31
patient_22263,town_31
patient_18857,town_31
patient_22160,town_31
patient_12358,town_31
patient_9810,town_31
patient_5988,town_31
patient_2365,town_31
patient_19860,town_31
patient_15297,town_31
patient_2726,town_31
patient_8666,town_31
patient_12147,town_31
patient_21519,town_31
patient_10575,town_31
patient_18943,town_31
patient_13659,town_31
patient_7905,town_31
patient_20070,town_31
patient_19094,town_31
patient_9144,town_31
patient_2239,town_31
patient_11982,town_31
